,Order ID,Order Date,Shipping Date,Ship Mode,Quantity,Purchasing Price,Planned Sales Price,Discount,Product ID,Customer ID,Product Category,Sub-Category,Product Name,Customer Name,Client Segment,State,Postal Code,Region,Country
39,CA-2014-158274,2014-11-19,2014-11-24,Second Class,4,302.376,503.96,0.13,10003273,19675,Technology,Phones,AT&T TR1909W,Robert Marley,Home Office,Louisiana,71203,South,USA
40,CA-2014-158274,2014-11-19,2014-11-24,Second Class,5,74.975,149.95,0.14,10004896,19675,Technology,Phones,Nokia Lumia 521 (T-Mobile),Robert Marley,Home Office,Louisiana,71203,South,USA
41,CA-2014-158274,2014-11-19,2014-11-24,Second Class,2,14.5,29.0,0.15,10002345,19675,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,Robert Marley,Home Office,Louisiana,71203,South,USA
42,CA-2014-123260,2014-08-26,2014-08-30,Standard Class,8,106.08,176.8,0.1,10002323,14290,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Frank Merwin,Home Office,California,90032,West,USA
43,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,2,4.815200000000001,7.408,0.04,10004685,12025,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Cassandra Brandow,Consumer,Ohio,45011,East,USA
44,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,3,3.6288,6.048,0.08,10004027,12025,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Cassandra Brandow,Consumer,Ohio,45011,East,USA
45,CA-2014-133690,2014-08-03,2014-08-05,First Class,2,120.31250000000001,218.75,0.06,10004289,11755,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Bruce Stewart,Consumer,Colorado,80219,West,USA
46,CA-2014-133690,2014-08-03,2014-08-05,First Class,1,1.56,2.6,0.06,10003622,11755,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Bruce Stewart,Consumer,Colorado,80219,West,USA
47,US-2014-156216,2014-09-13,2014-09-17,Standard Class,7,11.188800000000002,18.648000000000003,0.08,10001679,14035,Office Supplies,Binders,GBC Instant Index System for Binding Systems,Erin Ashbrook,Corporate,North Carolina,28205,South,USA
48,CA-2014-131926,2014-06-01,2014-06-06,Second Class,7,1000.9300000000001,2001.8600000000001,0.08,10004063,13480,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Dianna Wilson,Home Office,Minnesota,55044,Central,USA
49,CA-2014-131926,2014-06-01,2014-06-06,Second Class,2,108.36800000000001,166.72,0.09,10002276,13480,Office Supplies,Storage,Safco Steel Mobile File Cart,Dianna Wilson,Home Office,Minnesota,55044,Central,USA
50,CA-2014-131926,2014-06-01,2014-06-06,Second Class,6,28.728,47.88,0.07,10004082,13480,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Dianna Wilson,Home Office,Minnesota,55044,Central,USA
51,CA-2014-131926,2014-06-01,2014-06-06,Second Class,5,1052.2749999999999,1503.25,0.05,10002945,13480,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Dianna Wilson,Home Office,Minnesota,55044,Central,USA
52,CA-2014-131926,2014-06-01,2014-06-06,Second Class,4,18.144,25.92,0.06,10000061,13480,Office Supplies,Paper,Xerox 205,Dianna Wilson,Home Office,Minnesota,55044,Central,USA
53,US-2014-106992,2014-09-19,2014-09-21,Second Class,3,1835.9892,3059.982,0.02,10000822,20290,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Sean Braxton,Corporate,Texas,77036,Central,USA
54,US-2014-106992,2014-09-19,2014-09-21,Second Class,7,1259.9789999999998,2519.9579999999996,0.03,10003353,20290,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,Sean Braxton,Corporate,Texas,77036,Central,USA
55,CA-2014-111451,2014-12-26,2014-12-28,First Class,8,150.208,300.416,0.09,10004091,16555,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Kelly Lampkin,Corporate,Colorado,80906,West,USA
56,CA-2014-111451,2014-12-26,2014-12-28,First Class,3,115.17600000000002,230.35200000000003,0.07,10001891,16555,Furniture,Chairs,Global Deluxe Office Fabric Chairs,Kelly Lampkin,Corporate,Colorado,80906,West,USA
57,CA-2014-111451,2014-12-26,2014-12-28,First Class,3,141.92880000000002,218.35200000000003,0.05,10002918,16555,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Kelly Lampkin,Corporate,Colorado,80906,West,USA
58,CA-2014-111451,2014-12-26,2014-12-28,First Class,5,47.160000000000004,78.60000000000001,0.06,10004593,16555,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,Kelly Lampkin,Corporate,Colorado,80906,West,USA
59,CA-2014-111451,2014-12-26,2014-12-28,First Class,3,19.2864,27.552000000000003,0.06,10004854,16555,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Kelly Lampkin,Corporate,Colorado,80906,West,USA
60,CA-2014-130960,2014-12-30,2015-01-04,Standard Class,3,6.396,9.84,0.06,10003651,16600,Office Supplies,Art,Newell 350,Ken Brennan,Corporate,Texas,77041,Central,USA
61,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,3,27.288,45.480000000000004,0.03,10001072,12625,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Corey Roper,Home Office,New Jersey,8701,East,USA
62,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,6,202.44000000000003,289.20000000000005,0.0,10002135,12625,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Corey Roper,Home Office,New Jersey,8701,East,USA
63,CA-2014-120887,2014-09-27,2014-10-03,Standard Class,3,43.769999999999996,87.53999999999999,0.05,10001588,21205,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Thomas Seio,Corporate,New Jersey,7601,East,USA
64,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,2,89.19200000000001,178.38400000000001,0.05,10002398,10525,Technology,Phones,AT&T 1070 Corded Phone,Andy Gerbode,Corporate,Florida,33710,South,USA
65,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,3,10.108800000000002,15.552000000000003,0.05,10001937,10525,Office Supplies,Paper,Xerox 21,Andy Gerbode,Corporate,Florida,33710,South,USA
66,CA-2014-164259,2014-12-28,2014-12-30,First Class,4,59.4816,99.13600000000001,0.05,10003373,20860,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",Sung Pak,Corporate,Pennsylvania,19143,East,USA
67,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,1,95.1174,135.882,0.05,10002602,18445,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Nathan Mautz,Home Office,New York,10024,East,USA
68,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,2,2794.386,3991.98,0.05,10002927,18445,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Nathan Mautz,Home Office,New York,10024,East,USA
69,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,6,179.36100000000002,275.94,0.05,10004093,18445,Technology,Phones,Panasonic Kx-TS550,Nathan Mautz,Home Office,New York,10024,East,USA
70,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,4,216.0,360.0,0.05,10000892,18445,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Nathan Mautz,Home Office,New York,10024,East,USA
71,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,1,23.963500000000003,43.57,0.05,10002974,18445,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",Nathan Mautz,Home Office,New York,10024,East,USA
72,CA-2014-156601,2014-09-19,2014-09-24,Standard Class,2,4.296,7.16,0.05,10000624,14230,Office Supplies,Fasteners,OIC Binder Clips,Frank Atkinson,Corporate,California,90805,West,USA
73,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,2,5.3984000000000005,7.712000000000001,0.08,10003314,10420,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,Alyssa Crouse,Corporate,California,94122,West,USA
74,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,3,488.8464,698.3520000000001,0.09,10004575,10420,Furniture,Tables,Hon 5100 Series Wood Tables,Alyssa Crouse,Corporate,California,94122,West,USA
75,CA-2014-122336,2014-04-13,2014-04-17,Second Class,4,10.713600000000001,17.856,0.08,10000122,15895,Office Supplies,Art,Newell 314,Jonathan Doherty,Corporate,Pennsylvania,19140,East,USA
76,CA-2014-122336,2014-04-13,2014-04-17,Second Class,10,280.48350000000005,509.9700000000001,0.09,10003656,15895,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,Jonathan Doherty,Corporate,Pennsylvania,19140,East,USA
77,CA-2014-122336,2014-04-13,2014-04-17,Second Class,13,18.5952,30.991999999999997,0.07,10002780,15895,Office Supplies,Fasteners,Staples,Jonathan Doherty,Corporate,Pennsylvania,19140,East,USA
78,CA-2014-122336,2014-04-13,2014-04-17,Second Class,12,35.964,71.928,0.05,10000702,15895,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Jonathan Doherty,Corporate,Pennsylvania,19140,East,USA
79,CA-2014-123344,2014-09-24,2014-09-29,Standard Class,4,137.774,211.96,0.05,10001713,16060,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Julia Dunbar,Consumer,California,94109,West,USA
80,US-2014-119137,2014-07-23,2014-07-27,Standard Class,5,4.896000000000001,8.160000000000002,0.09,10001982,10900,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,Arthur Gainer,Consumer,Arizona,85705,West,USA
81,US-2014-119137,2014-07-23,2014-07-27,Standard Class,8,511.9680000000001,1023.9360000000001,0.09,10003911,10900,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Arthur Gainer,Consumer,Arizona,85705,West,USA
82,US-2014-119137,2014-07-23,2014-07-27,Standard Class,1,4.62,9.24,0.08,10000658,10900,Office Supplies,Art,Newell 324,Arthur Gainer,Consumer,Arizona,85705,West,USA
83,US-2014-119137,2014-07-23,2014-07-27,Standard Class,10,311.37600000000003,479.04,0.08,10002076,10900,Technology,Accessories,Microsoft Natural Keyboard Elite,Arthur Gainer,Consumer,Arizona,85705,West,USA
84,US-2014-135972,2014-09-21,2014-09-23,Second Class,2,135.51120000000003,246.38400000000001,0.09,10003012,15115,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,Jack Garza,Consumer,Washington,98198,West,USA
85,US-2014-135972,2014-09-21,2014-09-23,Second Class,3,1079.982,1799.97,0.07,10002313,15115,Technology,Copiers,Canon PC1080F Personal Copier,Jack Garza,Consumer,Washington,98198,West,USA
86,US-2014-134971,2014-06-07,2014-06-10,Second Class,3,6.230999999999998,12.461999999999996,0.05,10003982,11095,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,Bart Pistole,Corporate,Illinois,61604,Central,USA
87,CA-2014-113166,2014-12-24,2014-12-26,First Class,2,5.740800000000001,9.568000000000001,0.08,10001947,17185,Office Supplies,Paper,Xerox 1974,Luke Foster,Consumer,Florida,33180,South,USA
88,CA-2014-155208,2014-04-16,2014-04-20,Standard Class,6,19.536,39.072,0.06,10003478,20650,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Stephanie Phelps,Corporate,California,95123,West,USA
89,CA-2014-142048,2014-06-22,2014-06-25,First Class,6,108.21360000000001,196.752,0.07,10004114,15745,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,Joel Eaton,Consumer,Tennessee,38109,South,USA
90,CA-2014-101476,2014-09-12,2014-09-13,First Class,1,48.992999999999995,69.99,0.07,10000029,20485,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Shirley Daniels,Home Office,New York,10801,East,USA
91,US-2014-150574,2014-12-19,2014-12-25,Standard Class,2,2.406,4.812,0.08,10000773,18160,Office Supplies,Binders,Insertable Tab Post Binder Dividers,Mike Kennedy,Consumer,Florida,32216,South,USA
92,US-2014-150574,2014-12-19,2014-12-25,Standard Class,5,161.07000000000002,247.8,0.09,10002600,18160,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Mike Kennedy,Consumer,Florida,32216,South,USA
93,US-2014-110674,2014-02-12,2014-02-18,Standard Class,2,77.74080000000001,129.568,0.03,10000225,20095,Furniture,Chairs,"Global Geo Office Task Chair, Gray",Sanjit Chand,Consumer,California,94521,West,USA
94,CA-2014-144666,2014-11-09,2014-11-11,Second Class,3,187.50600000000003,340.92,0.09,10002743,15520,Office Supplies,Storage,SAFCO Boltless Steel Shelving,Jeremy Pistek,Consumer,California,94110,West,USA
95,CA-2014-144666,2014-11-09,2014-11-11,Second Class,2,133.59959999999998,222.66599999999997,0.09,10001601,15520,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",Jeremy Pistek,Consumer,California,94110,West,USA
96,CA-2014-144666,2014-11-09,2014-11-11,Second Class,4,351.98400000000004,703.9680000000001,0.08,10002680,15520,Technology,Phones,Samsung Galaxy Note 3,Jeremy Pistek,Consumer,California,94110,West,USA
97,CA-2014-144666,2014-11-09,2014-11-11,Second Class,6,46.26,92.52,0.08,10001321,15520,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",Jeremy Pistek,Consumer,California,94110,West,USA
98,CA-2014-144666,2014-11-09,2014-11-11,Second Class,7,40.7225,62.64999999999999,0.07,10001509,15520,Office Supplies,Envelopes,Poly String Tie Envelopes,Jeremy Pistek,Consumer,California,94110,West,USA
99,CA-2014-144666,2014-11-09,2014-11-11,Second Class,5,56.91,94.85,0.07,10003465,15520,Office Supplies,Paper,Xerox 1912,Jeremy Pistek,Consumer,California,94110,West,USA
100,CA-2014-134677,2014-10-06,2014-10-10,Standard Class,3,4.9995,9.09,0.06,10001445,21865,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Xylona Preis,Consumer,California,92024,West,USA
101,CA-2014-127691,2014-07-22,2014-07-27,Standard Class,2,3.576,5.96,0.08,10002053,14065,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Erin Mull,Consumer,New York,10024,East,USA
102,CA-2014-127691,2014-07-22,2014-07-27,Standard Class,2,79.99,159.98,0.08,10002567,14065,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,Erin Mull,Consumer,New York,10024,East,USA
103,CA-2014-154627,2014-10-29,2014-10-31,First Class,6,1915.1664,2735.952,0.09,10001363,20830,Technology,Phones,Apple iPhone 5S,Sue Ann Reed,Consumer,Illinois,60610,Central,USA
104,CA-2014-133753,2014-06-09,2014-06-13,Second Class,1,5.5944,7.992000000000001,0.07,10000376,11905,Technology,Phones,Square Credit Card Reader,Carl Weiss,Home Office,Texas,77340,Central,USA
105,CA-2014-133753,2014-06-09,2014-06-13,Second Class,2,41.589600000000004,63.98400000000001,0.05,10000303,11905,Technology,Accessories,Logitech M510 Wireless Mouse,Carl Weiss,Home Office,Texas,77340,Central,USA
106,CA-2014-133753,2014-06-09,2014-06-13,Second Class,2,42.2208,70.368,0.06,10001953,11905,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Carl Weiss,Home Office,Texas,77340,Central,USA
107,CA-2014-113362,2014-09-14,2014-09-19,Standard Class,5,247.0325,449.15,0.06,10001809,10960,Office Supplies,Storage,Fellowes Officeware Wire Shelving,Astrea Jones,Consumer,New York,14609,East,USA
108,CA-2014-113362,2014-09-14,2014-09-19,Standard Class,3,6.642,11.07,0.06,10003845,10960,Office Supplies,Paper,Xerox 1987,Astrea Jones,Consumer,New York,14609,East,USA
109,CA-2014-140795,2014-02-01,2014-02-03,First Class,6,281.34000000000003,468.90000000000003,0.05,10001432,11500,Technology,Accessories,Enermax Aurora Lite Keyboard,Bradley Drucker,Consumer,Wisconsin,54302,Central,USA
110,CA-2014-103849,2014-05-11,2014-05-16,Standard Class,2,29.056,58.112,0.05,10001465,18895,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,Paul Gonzalez,Consumer,Minnesota,55901,Central,USA
111,CA-2014-103849,2014-05-11,2014-05-16,Standard Class,1,50.396,100.792,0.08,10002597,18895,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Paul Gonzalez,Consumer,Minnesota,55901,Central,USA
112,CA-2014-103849,2014-05-11,2014-05-16,Standard Class,4,42.97280000000001,66.11200000000001,0.08,10000723,18895,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Paul Gonzalez,Consumer,Minnesota,55901,Central,USA
113,CA-2014-155852,2014-03-03,2014-03-07,Second Class,4,12.646400000000002,19.456000000000003,0.05,10003560,10945,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Ashley Jarboe,Consumer,North Carolina,28403,South,USA
114,CA-2014-145576,2014-09-14,2014-09-18,Second Class,5,7.15,13.0,0.05,10003914,12775,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Cynthia Arntzen,Consumer,Florida,33614,South,USA
115,CA-2014-145576,2014-09-14,2014-09-18,Second Class,3,7.876799999999999,13.128,0.05,10004020,12775,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,Cynthia Arntzen,Consumer,Florida,33614,South,USA
116,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,2,5.6064,9.344,0.08,10004078,17830,Office Supplies,Art,Newell 312,Melanie Seite,Consumer,Texas,78041,Central,USA
117,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,3,15.600000000000001,31.200000000000003,0.06,10001266,17830,Technology,Accessories,Memorex Micro Travel Drive 8 GB,Melanie Seite,Consumer,Texas,78041,Central,USA
118,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,2,38.06,76.12,0.03,10004708,16915,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Lena Radford,Consumer,California,92024,West,USA
119,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,3,779.9844,1199.976,0.0,10004115,16915,Technology,Copiers,Sharp AL-1530CS Digital Copier,Lena Radford,Consumer,California,92024,West,USA
120,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,5,267.576,445.96000000000004,0.05,10002398,16915,Technology,Phones,AT&T 1070 Corded Phone,Lena Radford,Consumer,California,92024,West,USA
121,CA-2014-131450,2014-08-08,2014-08-15,Standard Class,8,229.432,327.76,0.0,10001979,16915,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Lena Radford,Consumer,California,92024,West,USA
122,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,1,85.6656,142.776,0.05,10001490,10240,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Alan Shonely,Consumer,Florida,33614,South,USA
